	Concentration (microg/m^3)	Year	Month	Day	Hour	Minute	SamplingPoint
7953	5.59999999	2020	11	27	9	0	SPO-FI00080_00005_100
7954	4.7	2020	11	27	10	0	SPO-FI00080_00005_100
7955	4.59999999	2020	11	27	11	0	SPO-FI00080_00005_100
7956	4.5	2020	11	27	12	0	SPO-FI00080_00005_100
7957	5.4	2020	11	27	13	0	SPO-FI00080_00005_100
7958	5.2	2020	11	27	14	0	SPO-FI00080_00005_100
7959	5.09999999	2020	11	27	15	0	SPO-FI00080_00005_100
7960	4.9	2020	11	27	16	0	SPO-FI00080_00005_100
7961	4.79999999	2020	11	27	17	0	SPO-FI00080_00005_100
7962	5.2	2020	11	27	18	0	SPO-FI00080_00005_100
7963	4.29999999	2020	11	27	19	0	SPO-FI00080_00005_100
7964	4.4	2020	11	27	20	0	SPO-FI00080_00005_100
7965	4.09999999	2020	11	27	21	0	SPO-FI00080_00005_100
7966	4.9	2020	11	27	22	0	SPO-FI00080_00005_100
7967	5.7	2020	11	27	23	0	SPO-FI00080_00005_100
7968	6.29999999	2020	11	28	0	0	SPO-FI00080_00005_100
7969	6.59999999	2020	11	28	1	0	SPO-FI00080_00005_100
7970	5.7	2020	11	28	2	0	SPO-FI00080_00005_100
7971	5.79999999	2020	11	28	3	0	SPO-FI00080_00005_100
7972	4.59999999	2020	11	28	4	0	SPO-FI00080_00005_100
7973	4.9	2020	11	28	5	0	SPO-FI00080_00005_100
7974	6.0	2020	11	28	6	0	SPO-FI00080_00005_100
7975	6.29999999	2020	11	28	7	0	SPO-FI00080_00005_100
7976	6.59999999	2020	11	28	8	0	SPO-FI00080_00005_100
7977	6.0	2020	11	28	9	0	SPO-FI00080_00005_100
7978	6.7	2020	11	28	10	0	SPO-FI00080_00005_100
7979	6.79999999	2020	11	28	11	0	SPO-FI00080_00005_100
7980	7.0	2020	11	28	12	0	SPO-FI00080_00005_100
7981	6.79999999	2020	11	28	13	0	SPO-FI00080_00005_100
7982	7.59999999	2020	11	28	14	0	SPO-FI00080_00005_100
7983	7.4	2020	11	28	15	0	SPO-FI00080_00005_100
7984	7.4	2020	11	28	16	0	SPO-FI00080_00005_100
7985	8.3	2020	11	28	17	0	SPO-FI00080_00005_100
7986	8.19999999	2020	11	28	18	0	SPO-FI00080_00005_100
7987	7.29999999	2020	11	28	19	0	SPO-FI00080_00005_100
7988	7.5	2020	11	28	20	0	SPO-FI00080_00005_100
7989	7.0	2020	11	28	21	0	SPO-FI00080_00005_100
7990	6.9	2020	11	28	22	0	SPO-FI00080_00005_100
7991	6.59999999	2020	11	28	23	0	SPO-FI00080_00005_100
7992	6.0	2020	11	29	0	0	SPO-FI00080_00005_100
7993	6.5	2020	11	29	1	0	SPO-FI00080_00005_100
7994	6.09999999	2020	11	29	2	0	SPO-FI00080_00005_100
7995	5.59999999	2020	11	29	3	0	SPO-FI00080_00005_100
7996	5.79999999	2020	11	29	4	0	SPO-FI00080_00005_100
7997	5.79999999	2020	11	29	5	0	SPO-FI00080_00005_100
7998	5.2	2020	11	29	6	0	SPO-FI00080_00005_100
7999	5.4	2020	11	29	7	0	SPO-FI00080_00005_100
8000	6.7	2020	11	29	8	0	SPO-FI00080_00005_100
8001	7.4	2020	11	29	9	0	SPO-FI00080_00005_100
8002	7.09999999	2020	11	29	10	0	SPO-FI00080_00005_100
8003	7.2	2020	11	29	11	0	SPO-FI00080_00005_100
8004	5.9	2020	11	29	12	0	SPO-FI00080_00005_100
8005	6.29999999	2020	11	29	13	0	SPO-FI00080_00005_100
8006	7.79999999	2020	11	29	14	0	SPO-FI00080_00005_100
8007	7.79999999	2020	11	29	15	0	SPO-FI00080_00005_100
8008	7.59999999	2020	11	29	16	0	SPO-FI00080_00005_100
8009	7.5	2020	11	29	17	0	SPO-FI00080_00005_100
8010	7.59999999	2020	11	29	18	0	SPO-FI00080_00005_100
8011	7.2	2020	11	29	19	0	SPO-FI00080_00005_100
8012	7.0	2020	11	29	20	0	SPO-FI00080_00005_100
8013	5.9	2020	11	29	21	0	SPO-FI00080_00005_100
8014	5.5	2020	11	29	22	0	SPO-FI00080_00005_100
8015	5.79999999	2020	11	29	23	0	SPO-FI00080_00005_100
8016	6.79999999	2020	11	30	0	0	SPO-FI00080_00005_100
8017	7.0	2020	11	30	1	0	SPO-FI00080_00005_100
8018	7.59999999	2020	11	30	2	0	SPO-FI00080_00005_100
8019	8.09999999	2020	11	30	3	0	SPO-FI00080_00005_100
8020	8.19999999	2020	11	30	4	0	SPO-FI00080_00005_100
8021	8.09999999	2020	11	30	5	0	SPO-FI00080_00005_100
8022	8.4	2020	11	30	6	0	SPO-FI00080_00005_100
8023	7.9	2020	11	30	7	0	SPO-FI00080_00005_100
8024	5.79999999	2020	11	30	8	0	SPO-FI00080_00005_100
8025	7.0	2020	11	30	9	0	SPO-FI00080_00005_100
8026	7.0	2020	11	30	10	0	SPO-FI00080_00005_100
8027	8.19999999	2020	11	30	11	0	SPO-FI00080_00005_100
8028	7.7	2020	11	30	12	0	SPO-FI00080_00005_100
8029	5.79999999	2020	11	30	13	0	SPO-FI00080_00005_100
8030	5.79999999	2020	11	30	14	0	SPO-FI00080_00005_100
8031	4.9	2020	11	30	15	0	SPO-FI00080_00005_100
8032	3.7	2020	11	30	16	0	SPO-FI00080_00005_100
8033	3.6	2020	11	30	17	0	SPO-FI00080_00005_100
8034	4.7	2020	11	30	18	0	SPO-FI00080_00005_100
8035	6.2	2020	11	30	19	0	SPO-FI00080_00005_100
8036	6.29999999	2020	11	30	20	0	SPO-FI00080_00005_100
8037	6.7	2020	11	30	21	0	SPO-FI00080_00005_100
8038	7.2	2020	11	30	22	0	SPO-FI00080_00005_100
8039	8.0	2020	11	30	23	0	SPO-FI00080_00005_100
8040	8.4	2020	12	1	0	0	SPO-FI00080_00005_100
8041	8.19999999	2020	12	1	1	0	SPO-FI00080_00005_100
8042	9.0	2020	12	1	2	0	SPO-FI00080_00005_100
8043	10.4	2020	12	1	3	0	SPO-FI00080_00005_100
8044	10.1	2020	12	1	4	0	SPO-FI00080_00005_100
8045	7.7	2020	12	1	5	0	SPO-FI00080_00005_100
8046	7.4	2020	12	1	6	0	SPO-FI00080_00005_100
8047	8.3	2020	12	1	7	0	SPO-FI00080_00005_100
8048	7.29999999	2020	12	1	8	0	SPO-FI00080_00005_100
8049	8.09999999	2020	12	1	9	0	SPO-FI00080_00005_100
8050	6.59999999	2020	12	1	10	0	SPO-FI00080_00005_100
8051	6.5	2020	12	1	11	0	SPO-FI00080_00005_100
8052	7.9	2020	12	1	12	0	SPO-FI00080_00005_100
8053	5.7	2020	12	1	13	0	SPO-FI00080_00005_100
8054	5.2	2020	12	1	14	0	SPO-FI00080_00005_100
8055	6.5	2020	12	1	15	0	SPO-FI00080_00005_100
8056	6.29999999	2020	12	1	16	0	SPO-FI00080_00005_100
8057	6.4	2020	12	1	17	0	SPO-FI00080_00005_100
8058	6.79999999	2020	12	1	18	0	SPO-FI00080_00005_100
8059	6.09999999	2020	12	1	19	0	SPO-FI00080_00005_100
8060	6.09999999	2020	12	1	20	0	SPO-FI00080_00005_100
8061	5.09999999	2020	12	1	21	0	SPO-FI00080_00005_100
8062	5.2	2020	12	1	22	0	SPO-FI00080_00005_100
8063	6.0	2020	12	1	23	0	SPO-FI00080_00005_100
8064	5.09999999	2020	12	2	0	0	SPO-FI00080_00005_100
8065	5.5	2020	12	2	1	0	SPO-FI00080_00005_100
8066	4.5	2020	12	2	2	0	SPO-FI00080_00005_100
8067	5.09999999	2020	12	2	3	0	SPO-FI00080_00005_100
8068	5.09999999	2020	12	2	4	0	SPO-FI00080_00005_100
8069	5.4	2020	12	2	5	0	SPO-FI00080_00005_100
8070	6.5	2020	12	2	6	0	SPO-FI00080_00005_100
8071	7.59999999	2020	12	2	7	0	SPO-FI00080_00005_100
8072	7.7	2020	12	2	8	0	SPO-FI00080_00005_100
8073	9.19999999	2020	12	2	9	0	SPO-FI00080_00005_100
8074	10.5	2020	12	2	10	0	SPO-FI00080_00005_100
8075	12.0	2020	12	2	11	0	SPO-FI00080_00005_100
8076	11.9	2020	12	2	12	0	SPO-FI00080_00005_100
8077	10.3	2020	12	2	13	0	SPO-FI00080_00005_100
8078	9.0	2020	12	2	14	0	SPO-FI00080_00005_100
8079	8.9	2020	12	2	15	0	SPO-FI00080_00005_100
8080	10.5	2020	12	2	16	0	SPO-FI00080_00005_100
8081	12.5	2020	12	2	17	0	SPO-FI00080_00005_100
8082	9.69999999	2020	12	2	18	0	SPO-FI00080_00005_100
8083	7.59999999	2020	12	2	19	0	SPO-FI00080_00005_100
8084	6.9	2020	12	2	20	0	SPO-FI00080_00005_100
8085	7.29999999	2020	12	2	21	0	SPO-FI00080_00005_100
8086	6.2	2020	12	2	22	0	SPO-FI00080_00005_100
8087	5.2	2020	12	2	23	0	SPO-FI00080_00005_100
8088	4.7	2020	12	3	0	0	SPO-FI00080_00005_100
8089	5.5	2020	12	3	1	0	SPO-FI00080_00005_100
8090	4.79999999	2020	12	3	2	0	SPO-FI00080_00005_100
8091	10.0	2020	12	3	3	0	SPO-FI00080_00005_100
8092	7.79999999	2020	12	3	4	0	SPO-FI00080_00005_100
8093	20.3	2020	12	3	5	0	SPO-FI00080_00005_100
8094	26.39999999	2020	12	3	6	0	SPO-FI00080_00005_100
8095	31.1	2020	12	3	7	0	SPO-FI00080_00005_100
8096	37.29999999	2020	12	3	8	0	SPO-FI00080_00005_100
8097	26.69999999	2020	12	3	9	0	SPO-FI00080_00005_100
8098	42.2	2020	12	3	10	0	SPO-FI00080_00005_100
8099	23.8	2020	12	3	11	0	SPO-FI00080_00005_100
8100	22.8	2020	12	3	12	0	SPO-FI00080_00005_100
8101	24.1	2020	12	3	13	0	SPO-FI00080_00005_100
8102	36.5	2020	12	3	14	0	SPO-FI00080_00005_100
8103	30.6	2020	12	3	15	0	SPO-FI00080_00005_100
8104	17.69999999	2020	12	3	16	0	SPO-FI00080_00005_100
8105	16.3	2020	12	3	17	0	SPO-FI00080_00005_100
8106	13.4	2020	12	3	18	0	SPO-FI00080_00005_100
8107	12.4	2020	12	3	19	0	SPO-FI00080_00005_100
8108	10.69999999	2020	12	3	20	0	SPO-FI00080_00005_100
8109	9.09999999	2020	12	3	21	0	SPO-FI00080_00005_100
8110	7.29999999	2020	12	3	22	0	SPO-FI00080_00005_100
8111	8.19999999	2020	12	3	23	0	SPO-FI00080_00005_100
8112	8.0	2020	12	4	0	0	SPO-FI00080_00005_100
8113	8.0	2020	12	4	1	0	SPO-FI00080_00005_100
8114	9.19999999	2020	12	4	2	0	SPO-FI00080_00005_100
8115	9.0	2020	12	4	3	0	SPO-FI00080_00005_100
8116	9.4	2020	12	4	4	0	SPO-FI00080_00005_100
8117	9.0	2020	12	4	5	0	SPO-FI00080_00005_100
8118	8.4	2020	12	4	6	0	SPO-FI00080_00005_100
8119	9.8	2020	12	4	7	0	SPO-FI00080_00005_100
8120	9.69999999	2020	12	4	8	0	SPO-FI00080_00005_100
8121	9.69999999	2020	12	4	9	0	SPO-FI00080_00005_100
8122	10.69999999	2020	12	4	10	0	SPO-FI00080_00005_100
8123	11.3	2020	12	4	11	0	SPO-FI00080_00005_100
8124	11.8	2020	12	4	12	0	SPO-FI00080_00005_100
8125	9.09999999	2020	12	4	13	0	SPO-FI00080_00005_100
8126	9.0	2020	12	4	14	0	SPO-FI00080_00005_100
8127	10.8	2020	12	4	15	0	SPO-FI00080_00005_100
8128	14.3	2020	12	4	16	0	SPO-FI00080_00005_100
8129	15.9	2020	12	4	17	0	SPO-FI00080_00005_100
8130	17.39999999	2020	12	4	18	0	SPO-FI00080_00005_100
8131	17.5	2020	12	4	19	0	SPO-FI00080_00005_100
8132	17.1	2020	12	4	20	0	SPO-FI00080_00005_100
8133	14.69999999	2020	12	4	21	0	SPO-FI00080_00005_100
8134	12.8	2020	12	4	22	0	SPO-FI00080_00005_100
8135	11.6	2020	12	4	23	0	SPO-FI00080_00005_100
8136	10.9	2020	12	5	0	0	SPO-FI00080_00005_100
8137	9.8	2020	12	5	1	0	SPO-FI00080_00005_100
8138	10.4	2020	12	5	2	0	SPO-FI00080_00005_100
8139	10.0	2020	12	5	3	0	SPO-FI00080_00005_100
8140	13.9	2020	12	5	4	0	SPO-FI00080_00005_100
8141	13.69999999	2020	12	5	5	0	SPO-FI00080_00005_100
8142	14.9	2020	12	5	6	0	SPO-FI00080_00005_100
8143	13.1	2020	12	5	7	0	SPO-FI00080_00005_100
8144	13.4	2020	12	5	8	0	SPO-FI00080_00005_100
8145	10.9	2020	12	5	9	0	SPO-FI00080_00005_100
8146	12.1	2020	12	5	10	0	SPO-FI00080_00005_100
8147	13.6	2020	12	5	11	0	SPO-FI00080_00005_100
8148	15.1	2020	12	5	12	0	SPO-FI00080_00005_100
8149	17.19999999	2020	12	5	13	0	SPO-FI00080_00005_100
8150	18.6	2020	12	5	14	0	SPO-FI00080_00005_100
8151	18.3	2020	12	5	15	0	SPO-FI00080_00005_100
8152	17.89999999	2020	12	5	16	0	SPO-FI00080_00005_100
8153	17.19999999	2020	12	5	17	0	SPO-FI00080_00005_100
8154	14.69999999	2020	12	5	18	0	SPO-FI00080_00005_100
8155	16.5	2020	12	5	19	0	SPO-FI00080_00005_100
8156	13.69999999	2020	12	5	20	0	SPO-FI00080_00005_100
8157	13.8	2020	12	5	21	0	SPO-FI00080_00005_100
8158	15.69999999	2020	12	5	22	0	SPO-FI00080_00005_100
8159	16.19999999	2020	12	5	23	0	SPO-FI00080_00005_100
8160	15.5	2020	12	6	0	0	SPO-FI00080_00005_100
8161	14.8	2020	12	6	1	0	SPO-FI00080_00005_100
8162	14.3	2020	12	6	2	0	SPO-FI00080_00005_100
8163	14.5	2020	12	6	3	0	SPO-FI00080_00005_100
8164	15.6	2020	12	6	4	0	SPO-FI00080_00005_100
8165	13.3	2020	12	6	5	0	SPO-FI00080_00005_100
8166	14.19999999	2020	12	6	6	0	SPO-FI00080_00005_100
8167	13.3	2020	12	6	7	0	SPO-FI00080_00005_100
8168	13.0	2020	12	6	8	0	SPO-FI00080_00005_100
8169	14.69999999	2020	12	6	9	0	SPO-FI00080_00005_100
8170	14.9	2020	12	6	10	0	SPO-FI00080_00005_100
8171	14.4	2020	12	6	11	0	SPO-FI00080_00005_100
8172	12.4	2020	12	6	12	0	SPO-FI00080_00005_100
8173	12.6	2020	12	6	13	0	SPO-FI00080_00005_100
8174	15.3	2020	12	6	14	0	SPO-FI00080_00005_100
8175	17.19999999	2020	12	6	15	0	SPO-FI00080_00005_100
8176	17.3	2020	12	6	16	0	SPO-FI00080_00005_100
8177	15.8	2020	12	6	17	0	SPO-FI00080_00005_100
8178	13.4	2020	12	6	18	0	SPO-FI00080_00005_100
8179	12.0	2020	12	6	19	0	SPO-FI00080_00005_100
8180	11.0	2020	12	6	20	0	SPO-FI00080_00005_100
8181	11.1	2020	12	6	21	0	SPO-FI00080_00005_100
8182	10.6	2020	12	6	22	0	SPO-FI00080_00005_100
8183	11.8	2020	12	6	23	0	SPO-FI00080_00005_100
8184	10.19999999	2020	12	7	0	0	SPO-FI00080_00005_100
8185	8.0	2020	12	7	1	0	SPO-FI00080_00005_100
8186	7.29999999	2020	12	7	2	0	SPO-FI00080_00005_100
8187	8.19999999	2020	12	7	3	0	SPO-FI00080_00005_100
8188	13.6	2020	12	7	4	0	SPO-FI00080_00005_100
8189	23.69999999	2020	12	7	5	0	SPO-FI00080_00005_100
8190	33.39999999	2020	12	7	6	0	SPO-FI00080_00005_100
8191	39.2	2020	12	7	7	0	SPO-FI00080_00005_100
8192	25.39999999	2020	12	7	8	0	SPO-FI00080_00005_100
8193	23.89999999	2020	12	7	9	0	SPO-FI00080_00005_100
8194	29.0	2020	12	7	10	0	SPO-FI00080_00005_100
8195	21.1	2020	12	7	11	0	SPO-FI00080_00005_100
8196	22.89999999	2020	12	7	12	0	SPO-FI00080_00005_100
8197	44.0	2020	12	7	13	0	SPO-FI00080_00005_100
8198	41.89999999	2020	12	7	14	0	SPO-FI00080_00005_100
8199	49.79999999	2020	12	7	15	0	SPO-FI00080_00005_100
8200	36.7	2020	12	7	16	0	SPO-FI00080_00005_100
8201	21.89999999	2020	12	7	17	0	SPO-FI00080_00005_100
8202	17.6	2020	12	7	18	0	SPO-FI00080_00005_100
8203	24.0	2020	12	7	19	0	SPO-FI00080_00005_100
8204	17.5	2020	12	7	20	0	SPO-FI00080_00005_100
8205	13.19999999	2020	12	7	21	0	SPO-FI00080_00005_100
8206	13.1	2020	12	7	22	0	SPO-FI00080_00005_100
8207	10.3	2020	12	7	23	0	SPO-FI00080_00005_100
8208	8.4	2020	12	8	0	0	SPO-FI00080_00005_100
8209	10.0	2020	12	8	1	0	SPO-FI00080_00005_100
8210	8.69999999	2020	12	8	2	0	SPO-FI00080_00005_100
8211	7.7	2020	12	8	3	0	SPO-FI00080_00005_100
8212	9.69999999	2020	12	8	4	0	SPO-FI00080_00005_100
8213	19.8	2020	12	8	5	0	SPO-FI00080_00005_100
8214	30.6	2020	12	8	6	0	SPO-FI00080_00005_100
8215	35.6	2020	12	8	7	0	SPO-FI00080_00005_100
8216	41.6	2020	12	8	8	0	SPO-FI00080_00005_100
8217	24.3	2020	12	8	9	0	SPO-FI00080_00005_100
8218	26.19999999	2020	12	8	10	0	SPO-FI00080_00005_100
8219	29.69999999	2020	12	8	11	0	SPO-FI00080_00005_100
8220	32.1	2020	12	8	12	0	SPO-FI00080_00005_100
8221	32.7	2020	12	8	13	0	SPO-FI00080_00005_100
8222	48.79999999	2020	12	8	14	0	SPO-FI00080_00005_100
8223	40.39999999	2020	12	8	15	0	SPO-FI00080_00005_100
8224	32.0	2020	12	8	16	0	SPO-FI00080_00005_100
8225	26.69999999	2020	12	8	17	0	SPO-FI00080_00005_100
8226	31.1	2020	12	8	18	0	SPO-FI00080_00005_100
8227	33.29999999	2020	12	8	19	0	SPO-FI00080_00005_100
8228	29.89999999	2020	12	8	20	0	SPO-FI00080_00005_100
8229	25.3	2020	12	8	21	0	SPO-FI00080_00005_100
8230	21.19999999	2020	12	8	22	0	SPO-FI00080_00005_100
8231	20.6	2020	12	8	23	0	SPO-FI00080_00005_100
8232	17.0	2020	12	9	0	0	SPO-FI00080_00005_100
8233	15.9	2020	12	9	1	0	SPO-FI00080_00005_100
8234	15.6	2020	12	9	2	0	SPO-FI00080_00005_100
8235	17.8	2020	12	9	3	0	SPO-FI00080_00005_100
8236	20.8	2020	12	9	4	0	SPO-FI00080_00005_100
8237	24.19999999	2020	12	9	5	0	SPO-FI00080_00005_100
8238	33.29999999	2020	12	9	6	0	SPO-FI00080_00005_100
8239	27.0	2020	12	9	7	0	SPO-FI00080_00005_100
8240	32.6	2020	12	9	8	0	SPO-FI00080_00005_100
8241	33.7	2020	12	9	9	0	SPO-FI00080_00005_100
8242	30.1	2020	12	9	10	0	SPO-FI00080_00005_100
8243	38.1	2020	12	9	11	0	SPO-FI00080_00005_100
8244	32.79999999	2020	12	9	12	0	SPO-FI00080_00005_100
8245	37.1	2020	12	9	13	0	SPO-FI00080_00005_100
8246	43.0	2020	12	9	14	0	SPO-FI00080_00005_100
8247	44.7	2020	12	9	15	0	SPO-FI00080_00005_100
8248	41.89999999	2020	12	9	16	0	SPO-FI00080_00005_100
8249	34.0	2020	12	9	17	0	SPO-FI00080_00005_100
8250	35.1	2020	12	9	18	0	SPO-FI00080_00005_100
8251	24.39999999	2020	12	9	19	0	SPO-FI00080_00005_100
8252	19.8	2020	12	9	20	0	SPO-FI00080_00005_100
8253	16.5	2020	12	9	21	0	SPO-FI00080_00005_100
8254	18.1	2020	12	9	22	0	SPO-FI00080_00005_100
8255	14.1	2020	12	9	23	0	SPO-FI00080_00005_100
8256	11.4	2020	12	10	0	0	SPO-FI00080_00005_100
8257	10.4	2020	12	10	1	0	SPO-FI00080_00005_100
8258	11.6	2020	12	10	2	0	SPO-FI00080_00005_100
8259	12.9	2020	12	10	3	0	SPO-FI00080_00005_100
8260	13.4	2020	12	10	4	0	SPO-FI00080_00005_100
8261	14.8	2020	12	10	5	0	SPO-FI00080_00005_100
8262	25.6	2020	12	10	6	0	SPO-FI00080_00005_100
8263	34.29999999	2020	12	10	7	0	SPO-FI00080_00005_100
8264	35.89999999	2020	12	10	8	0	SPO-FI00080_00005_100
8265	36.89999999	2020	12	10	9	0	SPO-FI00080_00005_100
8266	26.69999999	2020	12	10	10	0	SPO-FI00080_00005_100
8267	30.69999999	2020	12	10	11	0	SPO-FI00080_00005_100
8268	22.5	2020	12	10	12	0	SPO-FI00080_00005_100
8269	36.0	2020	12	10	13	0	SPO-FI00080_00005_100
8270	39.6	2020	12	10	14	0	SPO-FI00080_00005_100
8271	30.89999999	2020	12	10	15	0	SPO-FI00080_00005_100
8272	33.89999999	2020	12	10	16	0	SPO-FI00080_00005_100
8273	31.3	2020	12	10	17	0	SPO-FI00080_00005_100
8274	25.1	2020	12	10	18	0	SPO-FI00080_00005_100
8275	27.5	2020	12	10	19	0	SPO-FI00080_00005_100
8276	28.19999999	2020	12	10	20	0	SPO-FI00080_00005_100
8277	27.6	2020	12	10	21	0	SPO-FI00080_00005_100
8278	26.0	2020	12	10	22	0	SPO-FI00080_00005_100
8279	24.3	2020	12	10	23	0	SPO-FI00080_00005_100
8280	23.1	2020	12	11	0	0	SPO-FI00080_00005_100
8281	23.19999999	2020	12	11	1	0	SPO-FI00080_00005_100
8282	19.39999999	2020	12	11	2	0	SPO-FI00080_00005_100
8283	21.8	2020	12	11	3	0	SPO-FI00080_00005_100
8284	24.0	2020	12	11	4	0	SPO-FI00080_00005_100
8285	26.5	2020	12	11	5	0	SPO-FI00080_00005_100
8286	25.3	2020	12	11	6	0	SPO-FI00080_00005_100
8287	19.89999999	2020	12	11	7	0	SPO-FI00080_00005_100
8288	22.0	2020	12	11	8	0	SPO-FI00080_00005_100
8289	23.8	2020	12	11	9	0	SPO-FI00080_00005_100
8290	31.39999999	2020	12	11	10	0	SPO-FI00080_00005_100
8291	49.2	2020	12	11	11	0	SPO-FI00080_00005_100
8292	46.89999999	2020	12	11	12	0	SPO-FI00080_00005_100
8293	58.89999999	2020	12	11	13	0	SPO-FI00080_00005_100
8294	36.39999999	2020	12	11	14	0	SPO-FI00080_00005_100
8295	25.89999999	2020	12	11	15	0	SPO-FI00080_00005_100
8296	20.89999999	2020	12	11	16	0	SPO-FI00080_00005_100
8297	20.19999999	2020	12	11	17	0	SPO-FI00080_00005_100
8298	17.6	2020	12	11	18	0	SPO-FI00080_00005_100
8299	17.1	2020	12	11	19	0	SPO-FI00080_00005_100
8300	17.0	2020	12	11	20	0	SPO-FI00080_00005_100
8301	17.0	2020	12	11	21	0	SPO-FI00080_00005_100
8302	16.5	2020	12	11	22	0	SPO-FI00080_00005_100
8303	15.8	2020	12	11	23	0	SPO-FI00080_00005_100
8304	14.1	2020	12	12	0	0	SPO-FI00080_00005_100
8305	12.5	2020	12	12	1	0	SPO-FI00080_00005_100
8306	11.6	2020	12	12	2	0	SPO-FI00080_00005_100
8307	10.9	2020	12	12	3	0	SPO-FI00080_00005_100
8308	10.3	2020	12	12	4	0	SPO-FI00080_00005_100
8309	10.1	2020	12	12	5	0	SPO-FI00080_00005_100
8310	11.8	2020	12	12	6	0	SPO-FI00080_00005_100
8311	13.6	2020	12	12	7	0	SPO-FI00080_00005_100
8312	13.5	2020	12	12	8	0	SPO-FI00080_00005_100
8313	14.69999999	2020	12	12	9	0	SPO-FI00080_00005_100
8314	16.1	2020	12	12	10	0	SPO-FI00080_00005_100
8315	13.4	2020	12	12	11	0	SPO-FI00080_00005_100
8316	12.69999999	2020	12	12	12	0	SPO-FI00080_00005_100
8317	10.8	2020	12	12	13	0	SPO-FI00080_00005_100
8318	9.8	2020	12	12	14	0	SPO-FI00080_00005_100
8319	9.5	2020	12	12	15	0	SPO-FI00080_00005_100
8320	10.4	2020	12	12	16	0	SPO-FI00080_00005_100
8321	11.8	2020	12	12	17	0	SPO-FI00080_00005_100
8322	11.9	2020	12	12	18	0	SPO-FI00080_00005_100
8323	13.0	2020	12	12	19	0	SPO-FI00080_00005_100
8324	10.69999999	2020	12	12	20	0	SPO-FI00080_00005_100
8325	10.4	2020	12	12	21	0	SPO-FI00080_00005_100
8326	10.5	2020	12	12	22	0	SPO-FI00080_00005_100
8327	10.1	2020	12	12	23	0	SPO-FI00080_00005_100
8328	10.0	2020	12	13	0	0	SPO-FI00080_00005_100
8329	10.1	2020	12	13	1	0	SPO-FI00080_00005_100
8330	8.9	2020	12	13	2	0	SPO-FI00080_00005_100
8331	8.59999999	2020	12	13	3	0	SPO-FI00080_00005_100
8332	8.9	2020	12	13	4	0	SPO-FI00080_00005_100
8333	8.69999999	2020	12	13	5	0	SPO-FI00080_00005_100
8334	8.59999999	2020	12	13	6	0	SPO-FI00080_00005_100
8335	7.5	2020	12	13	7	0	SPO-FI00080_00005_100
8336	10.0	2020	12	13	8	0	SPO-FI00080_00005_100
8337	11.0	2020	12	13	9	0	SPO-FI00080_00005_100
8338	9.8	2020	12	13	10	0	SPO-FI00080_00005_100
8339	11.1	2020	12	13	11	0	SPO-FI00080_00005_100
8340	10.69999999	2020	12	13	12	0	SPO-FI00080_00005_100
8341	13.8	2020	12	13	13	0	SPO-FI00080_00005_100
8342	13.4	2020	12	13	14	0	SPO-FI00080_00005_100
8343	12.0	2020	12	13	15	0	SPO-FI00080_00005_100
8344	12.19999999	2020	12	13	16	0	SPO-FI00080_00005_100
8345	11.69999999	2020	12	13	17	0	SPO-FI00080_00005_100
8346	13.5	2020	12	13	18	0	SPO-FI00080_00005_100
8347	16.1	2020	12	13	19	0	SPO-FI00080_00005_100
8348	17.19999999	2020	12	13	20	0	SPO-FI00080_00005_100
8349	19.8	2020	12	13	21	0	SPO-FI00080_00005_100
8350	21.39999999	2020	12	13	22	0	SPO-FI00080_00005_100
8351	21.3	2020	12	13	23	0	SPO-FI00080_00005_100
8352	19.0	2020	12	14	0	0	SPO-FI00080_00005_100
8353	18.1	2020	12	14	1	0	SPO-FI00080_00005_100
8354	17.8	2020	12	14	2	0	SPO-FI00080_00005_100
8355	17.69999999	2020	12	14	3	0	SPO-FI00080_00005_100
8356	17.1	2020	12	14	4	0	SPO-FI00080_00005_100
8357	17.1	2020	12	14	5	0	SPO-FI00080_00005_100
8358	18.6	2020	12	14	6	0	SPO-FI00080_00005_100
8359	19.0	2020	12	14	7	0	SPO-FI00080_00005_100
8360	17.8	2020	12	14	8	0	SPO-FI00080_00005_100
8361	16.8	2020	12	14	9	0	SPO-FI00080_00005_100
8362	15.1	2020	12	14	10	0	SPO-FI00080_00005_100
8363	15.3	2020	12	14	11	0	SPO-FI00080_00005_100
8364	14.3	2020	12	14	12	0	SPO-FI00080_00005_100
8365	14.9	2020	12	14	13	0	SPO-FI00080_00005_100
8366	15.4	2020	12	14	14	0	SPO-FI00080_00005_100
8367	15.19999999	2020	12	14	15	0	SPO-FI00080_00005_100
8368	14.9	2020	12	14	16	0	SPO-FI00080_00005_100
8369	15.5	2020	12	14	17	0	SPO-FI00080_00005_100
8370	16.3	2020	12	14	18	0	SPO-FI00080_00005_100
8371	16.5	2020	12	14	19	0	SPO-FI00080_00005_100
8372	13.5	2020	12	14	20	0	SPO-FI00080_00005_100
8373	10.19999999	2020	12	14	21	0	SPO-FI00080_00005_100
8374	8.0	2020	12	14	22	0	SPO-FI00080_00005_100
8375	8.69999999	2020	12	14	23	0	SPO-FI00080_00005_100
8376	9.19999999	2020	12	15	0	0	SPO-FI00080_00005_100
8377	7.2	2020	12	15	1	0	SPO-FI00080_00005_100
8378	6.0	2020	12	15	2	0	SPO-FI00080_00005_100
8379	7.79999999	2020	12	15	3	0	SPO-FI00080_00005_100
