	Concentration (microg/m^3)	Year	Month	Day	Hour	Minute	SamplingPoint
14574	9.09999999	2021	8	30	6	0	SPO-FI00080_00005_100
14575	8.69999999	2021	8	30	7	0	SPO-FI00080_00005_100
14576	8.0	2021	8	30	8	0	SPO-FI00080_00005_100
14577	5.9	2021	8	30	9	0	SPO-FI00080_00005_100
14578	11.9	2021	8	30	10	0	SPO-FI00080_00005_100
14579	10.6	2021	8	30	11	0	SPO-FI00080_00005_100
14580	9.19999999	2021	8	30	12	0	SPO-FI00080_00005_100
14581	8.9	2021	8	30	13	0	SPO-FI00080_00005_100
14582	8.59999999	2021	8	30	14	0	SPO-FI00080_00005_100
14583	9.8	2021	8	30	15	0	SPO-FI00080_00005_100
14584	10.8	2021	8	30	16	0	SPO-FI00080_00005_100
14585	10.5	2021	8	30	17	0	SPO-FI00080_00005_100
14586	9.69999999	2021	8	30	18	0	SPO-FI00080_00005_100
14587	7.9	2021	8	30	19	0	SPO-FI00080_00005_100
14588	7.7	2021	8	30	20	0	SPO-FI00080_00005_100
14589	9.09999999	2021	8	30	21	0	SPO-FI00080_00005_100
14590	8.0	2021	8	30	22	0	SPO-FI00080_00005_100
14591	6.79999999	2021	8	30	23	0	SPO-FI00080_00005_100
14592	6.2	2021	8	31	0	0	SPO-FI00080_00005_100
14593	9.59999999	2021	8	31	1	0	SPO-FI00080_00005_100
14594	7.0	2021	8	31	2	0	SPO-FI00080_00005_100
14595	6.29999999	2021	8	31	3	0	SPO-FI00080_00005_100
14596	5.79999999	2021	8	31	4	0	SPO-FI00080_00005_100
14597	16.19999999	2021	8	31	5	0	SPO-FI00080_00005_100
14598	10.0	2021	8	31	6	0	SPO-FI00080_00005_100
14599	8.8	2021	8	31	7	0	SPO-FI00080_00005_100
14600	7.59999999	2021	8	31	8	0	SPO-FI00080_00005_100
14601	4.59999999	2021	8	31	9	0	SPO-FI00080_00005_100
14602	5.79999999	2021	8	31	10	0	SPO-FI00080_00005_100
14603	9.3	2021	8	31	11	0	SPO-FI00080_00005_100
14604	10.19999999	2021	8	31	12	0	SPO-FI00080_00005_100
14605	9.9	2021	8	31	13	0	SPO-FI00080_00005_100
14606	9.8	2021	8	31	14	0	SPO-FI00080_00005_100
14607	9.0	2021	8	31	15	0	SPO-FI00080_00005_100
14608	9.69999999	2021	8	31	16	0	SPO-FI00080_00005_100
14609	10.4	2021	8	31	17	0	SPO-FI00080_00005_100
14610	16.19999999	2021	8	31	18	0	SPO-FI00080_00005_100
14611	16.19999999	2021	8	31	19	0	SPO-FI00080_00005_100
14612	14.5	2021	8	31	20	0	SPO-FI00080_00005_100
14613	13.3	2021	8	31	21	0	SPO-FI00080_00005_100
14614	14.9	2021	8	31	22	0	SPO-FI00080_00005_100
14615	9.5	2021	8	31	23	0	SPO-FI00080_00005_100
14616	7.9	2021	9	1	0	0	SPO-FI00080_00005_100
14617	6.5	2021	9	1	1	0	SPO-FI00080_00005_100
14618	5.09999999	2021	9	1	2	0	SPO-FI00080_00005_100
14619	6.0	2021	9	1	3	0	SPO-FI00080_00005_100
14620	7.9	2021	9	1	4	0	SPO-FI00080_00005_100
14621	5.5	2021	9	1	5	0	SPO-FI00080_00005_100
14622	6.59999999	2021	9	1	6	0	SPO-FI00080_00005_100
14623	7.09999999	2021	9	1	7	0	SPO-FI00080_00005_100
14624	3.89999999	2021	9	1	8	0	SPO-FI00080_00005_100
14625	3.1	2021	9	1	9	0	SPO-FI00080_00005_100
14626	3.5	2021	9	1	10	0	SPO-FI00080_00005_100
14627	4.9	2021	9	1	11	0	SPO-FI00080_00005_100
14628	16.3	2021	9	1	12	0	SPO-FI00080_00005_100
14629	4.29999999	2021	9	1	13	0	SPO-FI00080_00005_100
14630	3.89999999	2021	9	1	14	0	SPO-FI00080_00005_100
14631	2.29999999	2021	9	1	15	0	SPO-FI00080_00005_100
14632	5.59999999	2021	9	1	16	0	SPO-FI00080_00005_100
14633	6.09999999	2021	9	1	17	0	SPO-FI00080_00005_100
14634	4.0	2021	9	1	18	0	SPO-FI00080_00005_100
14635	6.79999999	2021	9	1	19	0	SPO-FI00080_00005_100
14636	4.9	2021	9	1	20	0	SPO-FI00080_00005_100
14637	4.09999999	2021	9	1	21	0	SPO-FI00080_00005_100
14638	4.9	2021	9	1	22	0	SPO-FI00080_00005_100
14639	5.9	2021	9	1	23	0	SPO-FI00080_00005_100
14640	3.89999999	2021	9	2	0	0	SPO-FI00080_00005_100
14641	3.79999999	2021	9	2	1	0	SPO-FI00080_00005_100
14642	6.0	2021	9	2	2	0	SPO-FI00080_00005_100
14643	5.09999999	2021	9	2	3	0	SPO-FI00080_00005_100
14644	4.2	2021	9	2	4	0	SPO-FI00080_00005_100
14645	4.2	2021	9	2	5	0	SPO-FI00080_00005_100
14646	3.79999999	2021	9	2	6	0	SPO-FI00080_00005_100
14647	3.29999999	2021	9	2	7	0	SPO-FI00080_00005_100
14648	3.0	2021	9	2	8	0	SPO-FI00080_00005_100
14649	3.0	2021	9	2	9	0	SPO-FI00080_00005_100
14650	3.0	2021	9	2	10	0	SPO-FI00080_00005_100
14651	5.0	2021	9	2	11	0	SPO-FI00080_00005_100
14652	7.29999999	2021	9	2	12	0	SPO-FI00080_00005_100
14653	8.0	2021	9	2	13	0	SPO-FI00080_00005_100
14654	5.79999999	2021	9	2	14	0	SPO-FI00080_00005_100
14655	9.69999999	2021	9	2	15	0	SPO-FI00080_00005_100
14656	8.0	2021	9	2	16	0	SPO-FI00080_00005_100
14657	6.5	2021	9	2	17	0	SPO-FI00080_00005_100
14658	6.59999999	2021	9	2	18	0	SPO-FI00080_00005_100
14659	7.79999999	2021	9	2	19	0	SPO-FI00080_00005_100
14660	4.29999999	2021	9	2	20	0	SPO-FI00080_00005_100
14661	1.3	2021	9	2	21	0	SPO-FI00080_00005_100
14662	4.09999999	2021	9	2	22	0	SPO-FI00080_00005_100
14663	2.39999999	2021	9	2	23	0	SPO-FI00080_00005_100
14664	2.29999999	2021	9	3	0	0	SPO-FI00080_00005_100
14665	2.7	2021	9	3	1	0	SPO-FI00080_00005_100
14666	3.5	2021	9	3	2	0	SPO-FI00080_00005_100
14667	2.7	2021	9	3	3	0	SPO-FI00080_00005_100
14668	3.79999999	2021	9	3	4	0	SPO-FI00080_00005_100
14669	4.79999999	2021	9	3	5	0	SPO-FI00080_00005_100
14670	6.5	2021	9	3	6	0	SPO-FI00080_00005_100
14671	5.9	2021	9	3	7	0	SPO-FI00080_00005_100
14672	4.59999999	2021	9	3	8	0	SPO-FI00080_00005_100
14673	8.5	2021	9	3	9	0	SPO-FI00080_00005_100
14674	5.9	2021	9	3	10	0	SPO-FI00080_00005_100
14675	5.09999999	2021	9	3	11	0	SPO-FI00080_00005_100
14676	3.5	2021	9	3	12	0	SPO-FI00080_00005_100
14677	6.59999999	2021	9	3	13	0	SPO-FI00080_00005_100
14678	8.59999999	2021	9	3	14	0	SPO-FI00080_00005_100
14679	7.59999999	2021	9	3	15	0	SPO-FI00080_00005_100
14680	5.5	2021	9	3	16	0	SPO-FI00080_00005_100
14681	5.09999999	2021	9	3	17	0	SPO-FI00080_00005_100
14682	6.29999999	2021	9	3	18	0	SPO-FI00080_00005_100
14683	5.5	2021	9	3	19	0	SPO-FI00080_00005_100
14684	4.7	2021	9	3	20	0	SPO-FI00080_00005_100
14685	5.09999999	2021	9	3	21	0	SPO-FI00080_00005_100
14686	5.2	2021	9	3	22	0	SPO-FI00080_00005_100
14687	5.2	2021	9	3	23	0	SPO-FI00080_00005_100
14688	11.0	2021	9	4	0	0	SPO-FI00080_00005_100
14689	5.2	2021	9	4	1	0	SPO-FI00080_00005_100
14690	5.4	2021	9	4	2	0	SPO-FI00080_00005_100
14691	4.7	2021	9	4	3	0	SPO-FI00080_00005_100
14692	3.79999999	2021	9	4	4	0	SPO-FI00080_00005_100
14693	4.7	2021	9	4	5	0	SPO-FI00080_00005_100
14694	5.79999999	2021	9	4	6	0	SPO-FI00080_00005_100
14695	4.4	2021	9	4	7	0	SPO-FI00080_00005_100
14696	4.5	2021	9	4	8	0	SPO-FI00080_00005_100
14697	4.5	2021	9	4	9	0	SPO-FI00080_00005_100
14698	6.09999999	2021	9	4	10	0	SPO-FI00080_00005_100
14699	6.5	2021	9	4	11	0	SPO-FI00080_00005_100
14700	5.59999999	2021	9	4	12	0	SPO-FI00080_00005_100
14701	5.4	2021	9	4	13	0	SPO-FI00080_00005_100
14702	4.7	2021	9	4	14	0	SPO-FI00080_00005_100
14703	6.7	2021	9	4	15	0	SPO-FI00080_00005_100
14704	7.59999999	2021	9	4	16	0	SPO-FI00080_00005_100
14705	8.09999999	2021	9	4	17	0	SPO-FI00080_00005_100
14706	10.19999999	2021	9	4	18	0	SPO-FI00080_00005_100
14707	8.3	2021	9	4	19	0	SPO-FI00080_00005_100
14708	9.19999999	2021	9	4	20	0	SPO-FI00080_00005_100
14709	8.5	2021	9	4	21	0	SPO-FI00080_00005_100
14710	8.8	2021	9	4	22	0	SPO-FI00080_00005_100
14711	6.09999999	2021	9	4	23	0	SPO-FI00080_00005_100
14712	6.2	2021	9	5	0	0	SPO-FI00080_00005_100
14713	6.09999999	2021	9	5	1	0	SPO-FI00080_00005_100
14714	5.2	2021	9	5	2	0	SPO-FI00080_00005_100
14715	5.29999999	2021	9	5	3	0	SPO-FI00080_00005_100
14716	5.9	2021	9	5	4	0	SPO-FI00080_00005_100
14717	5.4	2021	9	5	5	0	SPO-FI00080_00005_100
14718	4.9	2021	9	5	6	0	SPO-FI00080_00005_100
14719	4.7	2021	9	5	7	0	SPO-FI00080_00005_100
14720	2.39999999	2021	9	5	8	0	SPO-FI00080_00005_100
14721	4.5	2021	9	5	9	0	SPO-FI00080_00005_100
14722	4.7	2021	9	5	10	0	SPO-FI00080_00005_100
14723	3.0	2021	9	5	11	0	SPO-FI00080_00005_100
14724	3.1	2021	9	5	12	0	SPO-FI00080_00005_100
14725	4.2	2021	9	5	13	0	SPO-FI00080_00005_100
14726	3.1	2021	9	5	14	0	SPO-FI00080_00005_100
14727	4.2	2021	9	5	15	0	SPO-FI00080_00005_100
14728	7.7	2021	9	5	16	0	SPO-FI00080_00005_100
14729	7.2	2021	9	5	17	0	SPO-FI00080_00005_100
14730	9.4	2021	9	5	18	0	SPO-FI00080_00005_100
14731	9.4	2021	9	5	19	0	SPO-FI00080_00005_100
14732	8.0	2021	9	5	20	0	SPO-FI00080_00005_100
14733	7.79999999	2021	9	5	21	0	SPO-FI00080_00005_100
14734	7.0	2021	9	5	22	0	SPO-FI00080_00005_100
14735	6.4	2021	9	5	23	0	SPO-FI00080_00005_100
14736	7.59999999	2021	9	6	0	0	SPO-FI00080_00005_100
14737	6.59999999	2021	9	6	1	0	SPO-FI00080_00005_100
14738	6.5	2021	9	6	2	0	SPO-FI00080_00005_100
14739	5.59999999	2021	9	6	3	0	SPO-FI00080_00005_100
14740	7.09999999	2021	9	6	4	0	SPO-FI00080_00005_100
14741	9.0	2021	9	6	5	0	SPO-FI00080_00005_100
14742	10.4	2021	9	6	6	0	SPO-FI00080_00005_100
14743	6.5	2021	9	6	7	0	SPO-FI00080_00005_100
14744	6.2	2021	9	6	8	0	SPO-FI00080_00005_100
14745	2.5	2021	9	6	9	0	SPO-FI00080_00005_100
14746	5.9	2021	9	6	10	0	SPO-FI00080_00005_100
14747	5.59999999	2021	9	6	11	0	SPO-FI00080_00005_100
14748	3.5	2021	9	6	12	0	SPO-FI00080_00005_100
14749	5.59999999	2021	9	6	13	0	SPO-FI00080_00005_100
14750	6.0	2021	9	6	14	0	SPO-FI00080_00005_100
14751	6.5	2021	9	6	15	0	SPO-FI00080_00005_100
14752	7.29999999	2021	9	6	16	0	SPO-FI00080_00005_100
14753	9.9	2021	9	6	17	0	SPO-FI00080_00005_100
14754	10.4	2021	9	6	18	0	SPO-FI00080_00005_100
14755	11.6	2021	9	6	19	0	SPO-FI00080_00005_100
14756	13.6	2021	9	6	20	0	SPO-FI00080_00005_100
14757	14.1	2021	9	6	21	0	SPO-FI00080_00005_100
14758	9.0	2021	9	6	22	0	SPO-FI00080_00005_100
14759	6.59999999	2021	9	6	23	0	SPO-FI00080_00005_100
14760	5.4	2021	9	7	0	0	SPO-FI00080_00005_100
14761	8.4	2021	9	7	1	0	SPO-FI00080_00005_100
14762	6.59999999	2021	9	7	2	0	SPO-FI00080_00005_100
14763	6.4	2021	9	7	3	0	SPO-FI00080_00005_100
14764	9.0	2021	9	7	4	0	SPO-FI00080_00005_100
14765	9.59999999	2021	9	7	5	0	SPO-FI00080_00005_100
14766	7.09999999	2021	9	7	6	0	SPO-FI00080_00005_100
14767	2.79999999	2021	9	7	7	0	SPO-FI00080_00005_100
14768	4.0	2021	9	7	8	0	SPO-FI00080_00005_100
14769	5.79999999	2021	9	7	9	0	SPO-FI00080_00005_100
14770	9.69999999	2021	9	7	10	0	SPO-FI00080_00005_100
14771	9.09999999	2021	9	7	11	0	SPO-FI00080_00005_100
14772	8.4	2021	9	7	12	0	SPO-FI00080_00005_100
14773	8.69999999	2021	9	7	13	0	SPO-FI00080_00005_100
14774	8.3	2021	9	7	14	0	SPO-FI00080_00005_100
14775	8.69999999	2021	9	7	15	0	SPO-FI00080_00005_100
14776	10.1	2021	9	7	16	0	SPO-FI00080_00005_100
14777	10.8	2021	9	7	17	0	SPO-FI00080_00005_100
14778	12.19999999	2021	9	7	18	0	SPO-FI00080_00005_100
14779	15.1	2021	9	7	19	0	SPO-FI00080_00005_100
14780	16.0	2021	9	7	20	0	SPO-FI00080_00005_100
14781	14.4	2021	9	7	21	0	SPO-FI00080_00005_100
14782	13.9	2021	9	7	22	0	SPO-FI00080_00005_100
14783	9.59999999	2021	9	7	23	0	SPO-FI00080_00005_100
14784	9.19999999	2021	9	8	0	0	SPO-FI00080_00005_100
14785	7.7	2021	9	8	1	0	SPO-FI00080_00005_100
14786	8.8	2021	9	8	2	0	SPO-FI00080_00005_100
14787	9.4	2021	9	8	3	0	SPO-FI00080_00005_100
14788	9.19999999	2021	9	8	4	0	SPO-FI00080_00005_100
14789	9.3	2021	9	8	5	0	SPO-FI00080_00005_100
14790	9.19999999	2021	9	8	6	0	SPO-FI00080_00005_100
14791	10.1	2021	9	8	7	0	SPO-FI00080_00005_100
14792	8.8	2021	9	8	8	0	SPO-FI00080_00005_100
14793	8.59999999	2021	9	8	9	0	SPO-FI00080_00005_100
14794	8.3	2021	9	8	10	0	SPO-FI00080_00005_100
14795	8.5	2021	9	8	11	0	SPO-FI00080_00005_100
14796	8.19999999	2021	9	8	12	0	SPO-FI00080_00005_100
14797	11.6	2021	9	8	13	0	SPO-FI00080_00005_100
14798	11.1	2021	9	8	14	0	SPO-FI00080_00005_100
14799	10.1	2021	9	8	15	0	SPO-FI00080_00005_100
14800	8.9	2021	9	8	16	0	SPO-FI00080_00005_100
14801	9.5	2021	9	8	17	0	SPO-FI00080_00005_100
14802	8.19999999	2021	9	8	18	0	SPO-FI00080_00005_100
14803	9.69999999	2021	9	8	19	0	SPO-FI00080_00005_100
14804	9.19999999	2021	9	8	20	0	SPO-FI00080_00005_100
14805	8.4	2021	9	8	21	0	SPO-FI00080_00005_100
14806	9.3	2021	9	8	22	0	SPO-FI00080_00005_100
14807	8.19999999	2021	9	8	23	0	SPO-FI00080_00005_100
14808	8.0	2021	9	9	0	0	SPO-FI00080_00005_100
14809	7.9	2021	9	9	1	0	SPO-FI00080_00005_100
14810	7.79999999	2021	9	9	2	0	SPO-FI00080_00005_100
14811	7.2	2021	9	9	3	0	SPO-FI00080_00005_100
14812	7.2	2021	9	9	4	0	SPO-FI00080_00005_100
14813	7.0	2021	9	9	5	0	SPO-FI00080_00005_100
14814	5.79999999	2021	9	9	6	0	SPO-FI00080_00005_100
14815	6.0	2021	9	9	7	0	SPO-FI00080_00005_100
14816	7.0	2021	9	9	8	0	SPO-FI00080_00005_100
14817	10.3	2021	9	9	9	0	SPO-FI00080_00005_100
14818	9.4	2021	9	9	10	0	SPO-FI00080_00005_100
14819	11.3	2021	9	9	11	0	SPO-FI00080_00005_100
14820	6.0	2021	9	9	12	0	SPO-FI00080_00005_100
14821	4.2	2021	9	9	13	0	SPO-FI00080_00005_100
14822	6.79999999	2021	9	9	14	0	SPO-FI00080_00005_100
14823	4.4	2021	9	9	15	0	SPO-FI00080_00005_100
14824	2.0	2021	9	9	16	0	SPO-FI00080_00005_100
14825	3.2	2021	9	9	17	0	SPO-FI00080_00005_100
14826	7.5	2021	9	9	18	0	SPO-FI00080_00005_100
14827	7.59999999	2021	9	9	19	0	SPO-FI00080_00005_100
14828	7.2	2021	9	9	20	0	SPO-FI00080_00005_100
14829	3.89999999	2021	9	9	21	0	SPO-FI00080_00005_100
14830	7.2	2021	9	9	22	0	SPO-FI00080_00005_100
14831	7.4	2021	9	9	23	0	SPO-FI00080_00005_100
14832	7.29999999	2021	9	10	0	0	SPO-FI00080_00005_100
14833	6.79999999	2021	9	10	1	0	SPO-FI00080_00005_100
14834	6.2	2021	9	10	2	0	SPO-FI00080_00005_100
14835	6.09999999	2021	9	10	3	0	SPO-FI00080_00005_100
14836	6.7	2021	9	10	4	0	SPO-FI00080_00005_100
14837	10.8	2021	9	10	5	0	SPO-FI00080_00005_100
14838	9.09999999	2021	9	10	6	0	SPO-FI00080_00005_100
14839	6.5	2021	9	10	7	0	SPO-FI00080_00005_100
14840	5.09999999	2021	9	10	8	0	SPO-FI00080_00005_100
14841	2.89999999	2021	9	10	9	0	SPO-FI00080_00005_100
14842	1.3	2021	9	10	10	0	SPO-FI00080_00005_100
14843	4.0	2021	9	10	11	0	SPO-FI00080_00005_100
14844	4.0	2021	9	10	12	0	SPO-FI00080_00005_100
14845	2.6	2021	9	10	13	0	SPO-FI00080_00005_100
14846	4.0	2021	9	10	14	0	SPO-FI00080_00005_100
14847	5.7	2021	9	10	15	0	SPO-FI00080_00005_100
14848	10.3	2021	9	10	16	0	SPO-FI00080_00005_100
14849	13.0	2021	9	10	17	0	SPO-FI00080_00005_100
14850	12.1	2021	9	10	18	0	SPO-FI00080_00005_100
14851	6.2	2021	9	10	19	0	SPO-FI00080_00005_100
14852	5.2	2021	9	10	20	0	SPO-FI00080_00005_100
14853	5.9	2021	9	10	21	0	SPO-FI00080_00005_100
14854	6.59999999	2021	9	10	22	0	SPO-FI00080_00005_100
14855	6.2	2021	9	10	23	0	SPO-FI00080_00005_100
14856	5.9	2021	9	11	0	0	SPO-FI00080_00005_100
14857	5.9	2021	9	11	1	0	SPO-FI00080_00005_100
14858	6.79999999	2021	9	11	2	0	SPO-FI00080_00005_100
14859	8.0	2021	9	11	3	0	SPO-FI00080_00005_100
14860	6.29999999	2021	9	11	4	0	SPO-FI00080_00005_100
14861	8.09999999	2021	9	11	5	0	SPO-FI00080_00005_100
14862	10.0	2021	9	11	6	0	SPO-FI00080_00005_100
14863	11.19999999	2021	9	11	7	0	SPO-FI00080_00005_100
14864	14.1	2021	9	11	8	0	SPO-FI00080_00005_100
14865	18.69999999	2021	9	11	9	0	SPO-FI00080_00005_100
14866	13.6	2021	9	11	10	0	SPO-FI00080_00005_100
14867	11.6	2021	9	11	11	0	SPO-FI00080_00005_100
14868	10.0	2021	9	11	12	0	SPO-FI00080_00005_100
14869	10.8	2021	9	11	13	0	SPO-FI00080_00005_100
14870	11.9	2021	9	11	14	0	SPO-FI00080_00005_100
14871	10.5	2021	9	11	15	0	SPO-FI00080_00005_100
14872	9.4	2021	9	11	16	0	SPO-FI00080_00005_100
14873	13.8	2021	9	11	17	0	SPO-FI00080_00005_100
14874	9.59999999	2021	9	11	18	0	SPO-FI00080_00005_100
14875	9.69999999	2021	9	11	19	0	SPO-FI00080_00005_100
14876	8.9	2021	9	11	20	0	SPO-FI00080_00005_100
14877	7.7	2021	9	11	21	0	SPO-FI00080_00005_100
14878	7.59999999	2021	9	11	22	0	SPO-FI00080_00005_100
14879	8.19999999	2021	9	11	23	0	SPO-FI00080_00005_100
14880	7.9	2021	9	12	0	0	SPO-FI00080_00005_100
14881	7.59999999	2021	9	12	1	0	SPO-FI00080_00005_100
14882	7.5	2021	9	12	2	0	SPO-FI00080_00005_100
14883	7.0	2021	9	12	3	0	SPO-FI00080_00005_100
14884	6.2	2021	9	12	4	0	SPO-FI00080_00005_100
14885	6.5	2021	9	12	5	0	SPO-FI00080_00005_100
14886	6.7	2021	9	12	6	0	SPO-FI00080_00005_100
14887	7.29999999	2021	9	12	7	0	SPO-FI00080_00005_100
14888	8.19999999	2021	9	12	8	0	SPO-FI00080_00005_100
14889	10.5	2021	9	12	9	0	SPO-FI00080_00005_100
14890	10.0	2021	9	12	10	0	SPO-FI00080_00005_100
14891	11.4	2021	9	12	11	0	SPO-FI00080_00005_100
14892	14.5	2021	9	12	12	0	SPO-FI00080_00005_100
14893	13.4	2021	9	12	13	0	SPO-FI00080_00005_100
14894	6.0	2021	9	12	14	0	SPO-FI00080_00005_100
14895	6.7	2021	9	12	15	0	SPO-FI00080_00005_100
14896	4.7	2021	9	12	16	0	SPO-FI00080_00005_100
14897	4.59999999	2021	9	12	17	0	SPO-FI00080_00005_100
14898	5.59999999	2021	9	12	18	0	SPO-FI00080_00005_100
14899	8.0	2021	9	12	19	0	SPO-FI00080_00005_100
14900	12.1	2021	9	12	20	0	SPO-FI00080_00005_100
14901	8.9	2021	9	12	21	0	SPO-FI00080_00005_100
14902	7.4	2021	9	12	22	0	SPO-FI00080_00005_100
14903	7.09999999	2021	9	12	23	0	SPO-FI00080_00005_100
14904	7.9	2021	9	13	0	0	SPO-FI00080_00005_100
14905	8.19999999	2021	9	13	1	0	SPO-FI00080_00005_100
14906	9.9	2021	9	13	2	0	SPO-FI00080_00005_100
14907	6.29999999	2021	9	13	3	0	SPO-FI00080_00005_100
14908	5.59999999	2021	9	13	4	0	SPO-FI00080_00005_100
14909	5.7	2021	9	13	5	0	SPO-FI00080_00005_100
14910	3.6	2021	9	13	6	0	SPO-FI00080_00005_100
14911	1.6	2021	9	13	7	0	SPO-FI00080_00005_100
14912	3.0	2021	9	13	8	0	SPO-FI00080_00005_100
14913	6.0	2021	9	13	9	0	SPO-FI00080_00005_100
14914	2.2	2021	9	13	10	0	SPO-FI00080_00005_100
14915	0.0	2021	9	13	11	0	SPO-FI00080_00005_100
14916	2.2	2021	9	13	12	0	SPO-FI00080_00005_100
14917	2.89999999	2021	9	13	13	0	SPO-FI00080_00005_100
14918	0.0	2021	9	13	14	0	SPO-FI00080_00005_100
14919	0.2	2021	9	13	15	0	SPO-FI00080_00005_100
14920	4.09999999	2021	9	13	16	0	SPO-FI00080_00005_100
14921	5.79999999	2021	9	13	17	0	SPO-FI00080_00005_100
14922	3.79999999	2021	9	13	18	0	SPO-FI00080_00005_100
14923	3.39999999	2021	9	13	19	0	SPO-FI00080_00005_100
14924	4.59999999	2021	9	13	20	0	SPO-FI00080_00005_100
14925	5.79999999	2021	9	13	21	0	SPO-FI00080_00005_100
14926	4.09999999	2021	9	13	22	0	SPO-FI00080_00005_100
14927	5.4	2021	9	13	23	0	SPO-FI00080_00005_100
14928	4.2	2021	9	14	0	0	SPO-FI00080_00005_100
14929	4.4	2021	9	14	1	0	SPO-FI00080_00005_100
14930	5.09999999	2021	9	14	2	0	SPO-FI00080_00005_100
14931	5.9	2021	9	14	3	0	SPO-FI00080_00005_100
14932	7.09999999	2021	9	14	4	0	SPO-FI00080_00005_100
14933	8.0	2021	9	14	5	0	SPO-FI00080_00005_100
14934	9.8	2021	9	14	6	0	SPO-FI00080_00005_100
14935	9.69999999	2021	9	14	7	0	SPO-FI00080_00005_100
14936	7.7	2021	9	14	8	0	SPO-FI00080_00005_100
14937	7.29999999	2021	9	14	9	0	SPO-FI00080_00005_100
14938	7.29999999	2021	9	14	10	0	SPO-FI00080_00005_100
14939	6.0	2021	9	14	11	0	SPO-FI00080_00005_100
14940	7.09999999	2021	9	14	12	0	SPO-FI00080_00005_100
14941	7.29999999	2021	9	14	13	0	SPO-FI00080_00005_100
14942	6.9	2021	9	14	14	0	SPO-FI00080_00005_100
14943	7.5	2021	9	14	15	0	SPO-FI00080_00005_100
14944	6.79999999	2021	9	14	16	0	SPO-FI00080_00005_100
14945	5.9	2021	9	14	17	0	SPO-FI00080_00005_100
14946	6.5	2021	9	14	18	0	SPO-FI00080_00005_100
14947	4.2	2021	9	14	19	0	SPO-FI00080_00005_100
14948	4.2	2021	9	14	20	0	SPO-FI00080_00005_100
14949	4.09999999	2021	9	14	21	0	SPO-FI00080_00005_100
14950	4.7	2021	9	14	22	0	SPO-FI00080_00005_100
14951	3.39999999	2021	9	14	23	0	SPO-FI00080_00005_100
14952	3.29999999	2021	9	15	0	0	SPO-FI00080_00005_100
14953	2.39999999	2021	9	15	1	0	SPO-FI00080_00005_100
14954	3.79999999	2021	9	15	2	0	SPO-FI00080_00005_100
14955	4.29999999	2021	9	15	3	0	SPO-FI00080_00005_100
14956	6.09999999	2021	9	15	4	0	SPO-FI00080_00005_100
14957	6.0	2021	9	15	5	0	SPO-FI00080_00005_100
14958	5.5	2021	9	15	6	0	SPO-FI00080_00005_100
14959	8.3	2021	9	15	7	0	SPO-FI00080_00005_100
14960	9.59999999	2021	9	15	8	0	SPO-FI00080_00005_100
14961	7.7	2021	9	15	9	0	SPO-FI00080_00005_100
14962	5.9	2021	9	15	10	0	SPO-FI00080_00005_100
14963	6.79999999	2021	9	15	11	0	SPO-FI00080_00005_100
14964	6.79999999	2021	9	15	12	0	SPO-FI00080_00005_100
14965	6.0	2021	9	15	13	0	SPO-FI00080_00005_100
14966	8.09999999	2021	9	15	14	0	SPO-FI00080_00005_100
14967	5.4	2021	9	15	15	0	SPO-FI00080_00005_100
14968	7.79999999	2021	9	15	16	0	SPO-FI00080_00005_100
14969	8.19999999	2021	9	15	17	0	SPO-FI00080_00005_100
14970	8.19999999	2021	9	15	18	0	SPO-FI00080_00005_100
14971	6.7	2021	9	15	19	0	SPO-FI00080_00005_100
14972	6.0	2021	9	15	20	0	SPO-FI00080_00005_100
14973	6.79999999	2021	9	15	21	0	SPO-FI00080_00005_100
14974	7.4	2021	9	15	22	0	SPO-FI00080_00005_100
14975	8.19999999	2021	9	15	23	0	SPO-FI00080_00005_100
14976	7.59999999	2021	9	16	0	0	SPO-FI00080_00005_100
14977	7.5	2021	9	16	1	0	SPO-FI00080_00005_100
14978	7.0	2021	9	16	2	0	SPO-FI00080_00005_100
14979	6.09999999	2021	9	16	3	0	SPO-FI00080_00005_100
14980	9.09999999	2021	9	16	4	0	SPO-FI00080_00005_100
14981	11.8	2021	9	16	5	0	SPO-FI00080_00005_100
14982	7.59999999	2021	9	16	6	0	SPO-FI00080_00005_100
14983	5.09999999	2021	9	16	7	0	SPO-FI00080_00005_100
14984	5.5	2021	9	16	8	0	SPO-FI00080_00005_100
14985	3.5	2021	9	16	9	0	SPO-FI00080_00005_100
14986	1.39999999	2021	9	16	10	0	SPO-FI00080_00005_100
14987	4.2	2021	9	16	11	0	SPO-FI00080_00005_100
14988	6.2	2021	9	16	12	0	SPO-FI00080_00005_100
14989	6.4	2021	9	16	13	0	SPO-FI00080_00005_100
14990	3.29999999	2021	9	16	14	0	SPO-FI00080_00005_100
14991	6.7	2021	9	16	15	0	SPO-FI00080_00005_100
14992	8.5	2021	9	16	16	0	SPO-FI00080_00005_100
14993	9.8	2021	9	16	17	0	SPO-FI00080_00005_100
14994	15.9	2021	9	16	18	0	SPO-FI00080_00005_100
14995	12.19999999	2021	9	16	19	0	SPO-FI00080_00005_100
14996	8.3	2021	9	16	20	0	SPO-FI00080_00005_100
14997	7.9	2021	9	16	21	0	SPO-FI00080_00005_100
14998	7.29999999	2021	9	16	22	0	SPO-FI00080_00005_100
